Course ID,Course code,Course number,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Key,Faculty,Department,Program,Level,Degree,Title,Description,Metadata,Type,Website
12040,FRAN,319,Le fran√ßais des affaires II,3.0,LEC,Lecture,Course Prerequisite: FRAN306,UGRD,,OTHER_6,Other,Any department,Any program,Any level,Any degree,Le français des affaires II,Ce cours vise à faire acquérir des compétences nécessaires à une communication écrite et orale efficace dans des situations complexes du marché du travail.,Games/Role-playing,Course-integrated,No website provided
12674,FTRA,301,Traduction litt√©raire du fran√ßais √† l'anglais,3.0,LEC,Lecture,Prerequisite: FTRA201. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_0173,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Traduction littéraire du français à l’anglais,travaux pratiques,Games/Role-playing,Course-integrated,No website provided
12675,FTRA,304,Traduction litt√©raire de l'anglais au fran√ßais,3.0,LEC,Lecture,Prerequisite: FTRA202. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_0174,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Traduction littéraire de l’anglais au français,travaux pratiques,Games/Role-playing,Course-integrated,No website provided
12690,FTRA,411,Terminologie et mondialisation,3.0,LEC,Lecture,Prerequisite: FTRA310. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_174,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Terminologie et mondialisation,"aspect pratique, utilisation d’outils",Games/Role-playing;Hands-on workshops,Course-integrated,No website provided
12693,FTRA,416,Informatique et traduction,3.0,LEC,Lecture,Prerequisite: FTRA201 ou FTRA202. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,FTRA 316 = FTRA 416,FAS_175,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Informatique et traduction,"exercices, initiation aux outils informatisés",Games/Role-playing;Hands-on workshops;Case studies,Course-integrated,No website provided
12693,FTRA,416,Informatique et traduction,3.0,LEC,Lecture,Prerequisite: FTRA201 ou FTRA202. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_175,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Informatique et traduction,"exercices, initiation aux outils informatisés",Games/Role-playing;Hands-on workshops;Case studies,Course-integrated,No website provided
12695,FTRA,418,"Web, technologies, traduction : th√©ories et critiques",3.0,LEC,Lecture,Prerequisite: FTRA412 ou FTRA414. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_176,FAS,Études françaises,Traduction,Undergraduate,Bachelor,"Web, technologies, traduction : théories et critiques",travail approfondi de recherche,Case studies,Course-integrated;Research-based;,No website provided
12702,FTRA,492,Tutorat en traduction,3.0,TUT,Tutorial,Prerequisite: 12 cr√©dits de traduction au niveau ¬´‚ÄØ400‚ÄØ¬ª et permission du d√©partement. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_180,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Tutorat en traduction,sujet particulier,Games/Role-playing,Course-integrated,No website provided
12703,FTRA,498,ETUDE AVANC/SUJET PARTICUL,3.0,TUT,Tutorial,,UGRD,,FAS_181,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Étude avancée d’un sujet particulier,sujet particulier,Games/Role-playing,Course-integrated,No website provided
12708,FTRA,499,ETUDE AVANC.D'UN SUJET PART.,6.0,LEC,Lecture,,UGRD,,FAS_182,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Étude avancée d’un sujet particulier,sujets particuliers,Games/Role-playing,Course-integrated,No website provided
12722,FTRA,527,TRAVAUX DIRIGES (A),3.0,TUT,Tutorial,,GRAD,,FAS_183,FAS,Études françaises,Traduction,Graduate,Certificate,Travaux dirigés (A),travaux dirigés,,Course-integrated,No website provided
12723,FTRA,528,TRAVAUX DIRIGES (F),3.0,TUT,Tutorial,,GRAD,,FAS_184,FAS,Études françaises,Traduction,Graduate,Certificate,Travaux dirigés (F),travaux dirigés,,Course-integrated,No website provided
12730,FTRA,555,Gestion de projets,3.0,LEC,Lecture,,GRAD,,FAS_186,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,Gestion de projets,mises en situation,,Course-integrated,No website provided
12732,FTRA,558,PRATIQUE DE LOCALISATION,3.0,LEC,Lecture,,GRAD,,FAS_188,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,Pratique de la localisation,"pratique, logiciels",,Course-integrated,No website provided
12741,FTRA,612,TRADUCTION EN SCIENCES HUM.,3.0,SEM,Seminar,,GRAD,,FAS_191,FAS,Études françaises,Traductologie,Graduate,Master,Traduction avancée en sciences humaines et sociales Co-listé : FTRA 542 ou FTRA 543,séminaire pratique,,Course-integrated,No website provided
12742,FTRA,613,TRANS SOC.SCI&HUMANITIES,3.0,SEM,Seminar,,GRAD,,FAS_192,FAS,Études françaises,Traductologie,Graduate,Master,Advanced translation in social sciences and the humanities Co-listé : FTRA 542 ou FTRA 543,séminaire pratique,,Course-integrated,No website provided
12743,FTRA,614,TRAD LITTERAIRE AVANC√âE,3.0,LEC,Lecture,,GRAD,,FAS_193,FAS,Études françaises,Traductologie,Graduate,Master,"Traduction littéraire avancée
Co-listé : FTRA 544 ou 545",séminaire pratique,,Course-integrated,No website provided
12744,FTRA,615,ADVANCED LITERARY TRANS.(A),3.0,SEM,Seminar,,GRAD,,FAS_194,FAS,Études françaises,Traductologie,Graduate,Master,Advanced literary translation Co-listé : FTRA 544 ou 545,séminaire pratique,,Course-integrated,No website provided
12748,FTRA,680,TUTORAT EN LITTERATURE (F),3.0,TUT,Tutorial,,GRAD,,FAS_206,FAS,Études françaises,Traductologie,Graduate,Master,Tutorat en littérature,tutorat,,Course-integrated,No website provided
12749,FTRA,681,TUTORIAL IN LITERATURE (A),3.0,TUT,Tutorial,,GRAD,,FAS_207,FAS,Études françaises,Traductologie,Graduate,Master,Tutorial in literature,tutorial,,Course-integrated,No website provided
12750,FTRA,682,TUTORAT EN TRADUCTION (F),3.0,TUT,Tutorial,,GRAD,,FAS_208,FAS,Études françaises,Traductologie,Graduate,Master,Tutorat en traduction,tutorat,,Course-integrated,No website provided
12751,FTRA,683,TUTORIAL IN TRANSLATION (A),3.0,TUT,Tutorial,,GRAD,,FAS_209,FAS,Études françaises,Traductologie,Graduate,Master,Tutorial in translation,tutorial,,Course-integrated,No website provided
12752,FTRA,684,TUTORAT EN LINGUISTIQUE (F),3.0,TUT,Tutorial,,GRAD,,FAS_210,FAS,Études françaises,Traductologie,Graduate,Master,Tutorat en linguistique,tutorat,,Course-integrated,No website provided
12753,FTRA,685,TUTORIAL IN LINGUISTICS (A),3.0,TUT,Tutorial,,GRAD,,FAS_211,FAS,Études françaises,Traductologie,Graduate,Master,Tutorial in linguistics,tutorial,,Course-integrated,No website provided
12757,FTRA,698,ETUDE D UN SUJET PARTICULIER,3.0,TUT,Tutorial,,GRAD,,FAS_213,FAS,Études françaises,Traductologie,Graduate,Master,Étude d’un sujet particulier / Special Topics,innovation pédagogique,,Course-integrated,No website provided
40848,FTRA,452,Traduction automatique (TA) et traduction assist√©e par ordinateur (TAO),3.0,LEC,Lecture,Prerequisite: FTRA416. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_178,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Traduction automatique (TA) et traduction assistée par ordinateur (TAO),"exercises, appliquent des outils",Games/Role-playing;Hands-on workshops,Course-integrated,No website provided
40849,FTRA,455,Gestion de projets,3.0,LEC,Lecture,Prerequisite: 12 cr√©dits FTRA. Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_179,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Gestion de projets,mises en situation,Games/Role-playing;Hands-on workshops,Course-integrated,No website provided
40878,FTRA,686,PROJET DE M√âM/THES PROPOSAL,6.0,LEC,Lecture,,GRAD,,FAS_212,FAS,Études françaises,Traductologie,Graduate,Master,Projet de mémoire,projet de mémoire,,Course-integrated,No website provided
44036,FTRA,632,INITIATION TRAD G√âN√âRALE FRAN√áAIS,3.0,LEC,Lecture,,GRAD,,FAS_196,FAS,Études françaises,Traductologie,Graduate,Master,Initiation à la traduction générale Co-listé : FTRA 532,outils de travail,,Course-integrated,No website provided
44037,FTRA,633,TH√âORIE&PRATIQUE TERMINO,3.0,LEC,Lecture,,GRAD,,FAS_197,FAS,Études françaises,Traductologie,Graduate,Master,Aspects théoriques et pratiques de la terminologie Co-listé : FTRA 533,"aspects pratiques, supports informatisés",,Course-integrated,No website provided
44038,FTRA,634,TRADUCTION LITT√âRAIRE A-F,3.0,LEC,Lecture,,GRAD,,FAS_198,FAS,Études françaises,Traductologie,Graduate,Master,Traduction littéraire de l’anglais au français Co-listé : FTRA 504,travaux pratiques,,Course-integrated,No website provided
44039,FTRA,635,TRADUCTION LITT√âRAIRE F-A,3.0,LEC,Lecture,,GRAD,,FAS_199,FAS,Études françaises,Traductologie,Graduate,Master,Traduction littéraire du français à l’anglais Co-listé : FTRA 501,travaux pratiques,,Course-integrated,No website provided
44040,FTRA,636,INFORMATIQUE ET TRADUCTION,3.0,LEC,Lecture,,GRAD,,FAS_200,FAS,Études françaises,Traductologie,Graduate,Master,Informatique et traduction Co-listé : FTRA 536,"exercises, initiation aux outils informatisés",,Course-integrated,No website provided
44043,FTRA,652,TRAD. AUTOMATIQUE&TAO,3.0,LEC,Lecture,,GRAD,,FAS_202,FAS,Études françaises,Traductologie,Graduate,Master,Traduction assistée par ordinateur (TAO) et post édition Co-listé : FTRA 552,"appliquer, exercices de programmation, outils, logiciels",,Course-integrated,No website provided
44044,FTRA,655,Gestion de projets,3.0,LEC,Lecture,,GRAD,,FAS_203,FAS,Études françaises,Traductologie,Graduate,Master,Gestion de projets Co-listé : FTRA 555,mises en situation,,Course-integrated,No website provided
44045,FTRA,658,Pratique de la localisation,3.0,LEC,Lecture,Prerequisite: Must be enrolled in MA Translation.,GRAD,,FAS_204,FAS,Études françaises,Traductologie,Graduate,Master,Pratique de la localisation Co-listé : FTRA 558,pratique,,Course-integrated,No website provided
45104,FTRA,631,INITIATION TRAD G√âN√âRALE ANGLAIS,3.0,LEC,Lecture,,GRAD,,FAS_195,FAS,Études françaises,Traductologie,Graduate,Master,Initiation à la traduction générale Co-listé : FTRA 531,outils de travail,,Course-integrated,No website provided
46738,FTRA,598,ETU AVANC/SUJET PARTICULIER,3.0,LEC,Lecture,,GRAD,,FAS_189,FAS,Études françaises,Traduction,Graduate,Certificate,Étude avancée d’un sujet particulier,étude avancée,,Course-integrated,No website provided
46738,FTRA,598,ETU AVANC/SUJET PARTICULIER,3.0,LEC,Lecture,,GRAD,,FAS_190,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,Étude avancée d’un sujet particulier / Special Topics,"étude avancée, sujet particulier",,Course-integrated,No website provided
47168,FTRA,668,"WEB, TECH, TRADUCTION TH√âORIES ET CRITIQUES",3.0,LEC,Lecture,,GRAD,,FAS_205,FAS,Études françaises,Traductologie,Graduate,Master,"Web, technologies, traduction : théories et critiques",travail approfondi de recherche,,Course-integrated,No website provided
47874,FTRA,638,Initiation au sous-titrage,3.0,SEM,Seminar,,GRAD,,FAS_201,FAS,Études françaises,Traductologie,Graduate,Master,"Initiation au sous-titrage
Co-listé : FTRA 538",volet pratique,,Course-integrated,No website provided
47875,FTRA,538,Initiation au sous-titrage,3.0,LEC,Lecture,,GRAD,,FAS_1068,FAS,Études françaises,Traductologie,Graduate,Master,"Initiation au sous-titrage
Co-listé : FTRA 538",volet pratique,,,No website provided
47876,FTRA,438,Initiation au sous‚Äëtitrage,3.0,LEC,Lecture,Prerequisite: FTRA301 ou FTRA305 et FTRA304 ou FTRA306.  Ce cours est r√©serv√© aux √©tudiants inscrits √† un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,FAS_177,FAS,Études françaises,Traduction,Undergraduate,Bachelor,Initiation au sous-titrage,volet pratique,Games/Role-playing;Hands-on workshops,Course-integrated,No website provided
12890,GEOG,210,Geography of Global Change,3.0,LEC,Lecture,,UGRD,,FAS_857,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,Geography of Global Change,"This course examines a variety of geographical changes related to globalization. It focuses mainly on the global political system and the global economy, and also considers transport and communications systems, culture, and environmental issues.",Case studies,Course-integrated,No website provided
12899,GEOG,260,Mapping the Environment,3.0,LAB,Laboratory,Never Taken: GEOG363,UGRD,,FAS_243,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,Mapping the Environment,"Practical assignments, Laboratory",Case studies;Laboratory/Clinics,Course-integrated,No website provided
12899,GEOG,260,Mapping the Environment,3.0,LEC,Lecture,Never Taken: GEOG363,UGRD,,FAS_243,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,Mapping the Environment,"Practical assignments, Laboratory",Case studies;Laboratory/Clinics,Course-integrated,No website provided
